,850,3,11.03,6.84,,,850,3,11.03,6.84,,,220,1,2.358051088,2.626451096,,,220,1,2.358051088,2.626451096,,,30,2,1.848,9.729,,,30,2,1.848304593,9.728728076
,860,3,10.21,6.81,,,860,3,10.21,6.81,,,230,1,1.899447614,2.56249027,,,230,1,1.899447614,2.56249027,,,40,2,2.611,9.567,,,40,2,2.61060922,9.567394051
,870,3,9.36,6.85,,,870,3,9.36,6.85,,,240,1,1.440844141,2.498768103,,,240,1,1.440844141,2.498768103,,,50,2,3.363,9.393,,,50,2,3.363442917,9.393172397
,880,3,8.59,6.85,,,880,3,8.59,6.85,,,250,1,0.982451132,2.434807277,,,250,1,0.982451132,2.434807277,,,60,2,4.112,9.202,,,60,2,4.111856847,9.201767238
,890,3,7.78,6.84,,,890,3,7.78,6.84,,,260,1,0.523847658,2.37084645,,,260,1,0.523847658,2.37084645,,,70,2,4.821,8.857,,,70,2,4.821124266,8.856903827
,900,3,6.96,6.84,,,900,3,6.96,6.84,,,270,1,0.065454649,2.306885624,,,270,1,0.065454649,2.306885624,,,80,2,5.531,8.512,,,80,2,5.530602151,8.512279076
,910,3,8.49,7.279,,,910,3,6.29,7,,,0,2,13.34348795,4.439072275,,,0,2,13.34348795,4.439072275,,,90,2,4.616,8.666,,,90,2,6.243657942,8.15070948
,920,3,9.002,7.248,,,920,3,5.62,7.1,,,10,2,12.82532285,4.430003202,,,10,2,12.82532285,4.430003202,,,100,2,4.602,9.5,,,100,2,6.961975361,7.763841944
,930,3,7.712,7.442,,,930,3,5.06,7.04,,,20,2,12.30736822,4.42069547,,,20,2,12.30736822,4.42069547,,,110,2,6.382,8.372,,,110,2,7.680503246,7.376974409
,940,3,7.729,7.44,,,940,3,4.69,7,,,30,2,11.81445893,4.433583099,,,30,2,11.81445893,4.433583099,,,120,2,5.548,9.229,,,120,2,8.419446245,7.012540895
,950,3,7.381,7.657,,,950,3,4.35,7.01,,,40,2,11.35964383,4.4798831,,,40,2,11.35964383,4.4798831,,,130,2,5.372,8.867,,,130,2,9.179014826,6.670064082
,960,3,7.392,8.111,,,960,3,3.76,6.99,,,50,2,10.90482873,4.526183102,,,50,2,10.90482873,4.526183102,,,140,2,5.518,8.086,,,140,2,9.946581081,6.352169229
,970,3,7.843,7.721,,,970,3,3.19,6.89,,,60,2,10.43843804,4.526421761,,,60,2,10.43843804,4.526421761,,,150,2,5.159,8.657,,,150,2,10.7463485,6.132602213
,980,3,6.915,8.53,,,980,3,2.62,7.13,,,70,2,9.94489736,4.419263511,,,70,2,9.94489736,4.419263511,,,160,2,7.27,7.582,,,160,2,11.54611591,5.913035198
,990,3,6.009,8.847,,,990,3,1.78,7.15,,,80,2,9.451356678,4.312343921,,,80,2,9.451356678,4.312343921,,,170,2,7.457,7.954,,,170,2,12.33409728,5.840482619
,1000,3,6.235,8.371,,,1000,3,1.01,6.96,,,90,2,8.946240415,4.188002165,,,90,2,8.946240415,4.188002165,,,180,2,7.29,8.102,,,180,2,13.11702749,5.830936227
,1010,3,5.839,8.109,,,1010,3,0.07,6.91,,,100,2,8.424076478,4.037885151,,,100,2,8.424076478,4.037885151,,,190,2,6.701,8.375,,,190,2,13.89701119,5.832845505
,1020,3,7.291,7.931,,,1020,3,-0.72,6.66,,,110,2,7.901702076,3.887529478,,,110,2,7.901702076,3.887529478,,,200,2,7.245,8.225,,,200,2,14.66520884,5.880577465
,1050,11,12.51,6.19,,,1050,11,12.51,6.19,,,120,2,7.383536976,3.807101125,,,120,2,7.383536976,3.807101125,,,230,4,15.294,9.097,,,210,2,15.43340649,5.928309425
,1060,11,11.54,6.03,,,1060,11,11.54,6.03,,,130,2,6.866845132,3.756266588,,,130,2,6.866845132,3.756266588,,,240,4,14.615,9.162,,,80,3,0.078293021,8.752132175
,1070,11,10.96,5.97,,,1070,11,10.96,5.97,,,140,2,6.350363753,3.70567071,,,140,2,6.350363753,3.70567071,,,250,4,13.936,9.228,,,90,3,0.659176723,8.456194023
,1080,11,10.29,6.12,,,1080,11,10.29,6.12,,,150,2,5.842090513,3.675360916,,,150,2,5.842090513,3.675360916,,,260,4,13.24,9.338,,,100,3,1.240060426,8.160255872
,1090,11,9.88,6.21,,,1090,11,9.88,6.21,,,160,2,5.34644518,3.675360916,,,160,2,5.34644518,3.675360916,,,270,4,12.529,9.495,,,110,3,1.827889477,7.870522875
,1100,11,9.54,6.09,,,1100,11,9.54,6.09,,,170,2,4.850799847,3.675360916,,,170,2,4.850799847,3.675360916,,,280,4,11.818,9.651,,,120,3,2.443710388,7.605371837
,1110,11,8.87,5.99,,,1110,11,8.87,5.99,,,180,2,4.346104514,3.654836173,,,180,2,4.346104514,3.654836173,,,290,4,11.139,9.851,,,130,3,3.059531299,7.3402208
,1120,11,8.04,5.66,,,1120,11,8.04,5.66,,,190,2,3.81994174,3.58681813,,,190,2,3.81994174,3.58681813,,,300,4,10.483,10.08,,,140,3,3.68650686,7.076979041
,1130,11,8.413,6.5,,,1130,11,7.17,5.45,,,200,2,3.293778966,3.518561427,,,200,2,3.293778966,3.518561427,,,310,4,10.198,10.344,,,150,3,4.324426607,6.81588522
,1140,11,8.624,7.217,,,1140,11,6.43,5.23,,,210,2,2.79308247,3.461283075,,,210,2,2.79308247,3.461283075,,,320,4,10.209,10.962,,,160,3,4.962346355,6.555030059
,1150,11,9.871,6.436,,,1150,11,5.67,5.16,,,220,2,2.317852252,3.415221734,,,220,2,2.317852252,3.415221734,,,330,4,10.762,9.461,,,170,3,5.590795172,6.300618712
,1160,11,8.642,6.63,,,1160,11,4.94,4.95,,,230,2,1.842622035,3.368921733,,,230,2,1.842622035,3.368921733,,,340,4,10.424,10.597,,,180,3,6.196513758,6.061958913
,1170,11,8.008,6.75,,,1170,11,4.26,4.71,,,240,2,1.371601119,3.308302144,,,240,2,1.371601119,3.308302144,,,350,4,8.328,11.476,,,190,3,6.802442808,5.823299113
,1180,11,8.59,6.405,,,1180,11,3.54,4.54,,,250,2,0.907104622,3.225964513,,,250,2,0.907104622,3.225964513,,,360,4,11.857,8.973,,,200,3,7.408371859,5.584639313
,1190,11,8.034,6.371,,,1190,11,2.82,4.35,,,260,2,0.442608126,3.143626882,,,260,2,0.442608126,3.143626882,,,370,4,7.94,11.382,,,210,3,8.117639278,5.372470751
,1200,11,7.706,6.433,,,1200,11,2.16,4.19,,,270,2,-0.021677906,3.061527911,,,270,2,-0.021677906,3.061527911,,,380,4,9.966,10.52,,,220,3,8.827117163,5.160302189
,1210,11,7.518,6.399,,,1210,11,1.39,3.97,,,0,3,11.9123252,4.439072275,,,0,3,11.9123252,4.439072275,,,390,4,7.309,12.211,,,230,3,9.536384582,4.948133627
,1220,11,7.237,6.28,,,1220,11,0.71,3.72,,,10,3,11.50465429,4.513534132,,,10,3,11.50465429,4.513534132,,,400,4,10.106,10.43,,,230,4,15.29407859,9.097234245
,1230,11,9.018,6.516,,,1230,11,0.01,3.41,,,20,3,11.09677291,4.588234649,,,20,3,11.09677291,4.588234649,,,410,4,11.757,10.281,,,240,4,14.61490768,9.162388371
,1240,11,5.44,8.468,,,1240,11,-0.63,3.08,,,30,3,10.68910199,4.662696507,,,30,3,10.68910199,4.662696507,,,420,4,9.521,11.84,,,250,4,13.93573677,9.227542496
,1050,12,12.09,6.95,,,1050,12,12.09,6.95,,,40,3,10.27995781,4.709473828,,,40,3,10.27995781,4.709473828,,,240,5,15.042,8.569,,,260,4,13.24036005,9.338280643
,1060,12,11.4,6.93,,,1060,12,11.4,6.93,,,50,3,9.870813641,4.749330014,,,50,3,9.870813641,4.749330014,,,250,5,14.351,8.58,,,270,4,12.52919844,9.494602812
,1070,12,10.7,6.87,,,1070,12,10.7,6.87,,,60,3,9.461669468,4.789186201,,,60,3,9.461669468,4.789186201,,,260,5,13.659,8.592,,,280,4,11.81803684,9.650924981
,1080,12,10.07,6.73,,,1080,12,10.07,6.73,,,70,3,9.050841574,4.829758367,,,70,3,9.050841574,4.829758367,,,270,5,12.948,8.773,,,290,4,11.13949732,9.850921893
,1090,12,9.45,6.51,,,1090,12,9.45,6.51,,,80,3,8.634331122,4.874626409,,,80,3,8.634331122,4.874626409,,,280,5,12.237,8.954,,,300,4,10.48284618,10.0800353
,1100,12,8.9,6.33,,,1100,12,8.9,6.33,,,90,3,8.21782067,4.919255792,,,90,3,8.21782067,4.919255792,,,290,5,11.525,9.134,,,310,4,9.82956248,10.30747809
,1110,12,8.21,6.23,,,1110,12,8.21,6.23,,,100,3,7.801310218,4.964123834,,,100,3,7.801310218,4.964123834,,,300,5,10.804,9.309,,,320,4,9.20595436,10.51964665
,1120,12,7.49,6.06,,,1120,12,7.49,6.06,,,110,3,7.384589301,5.008753217,,,110,3,7.384589301,5.008753217,,,310,5,10.084,9.483,,,330,4,8.58234624,10.73181521
,1130,12,9.419,6.237,,,1130,12,6.73,5.97,,,120,3,6.972077687,5.037869712,,,120,3,6.972077687,5.037869712,,,320,5,11.113,9.162,,,340,4,7.947162539,10.91319666
,1140,12,7.765,6.168,,,1140,12,5.98,5.8,,,130,3,6.565038165,5.043120228,,,130,3,6.565038165,5.043120228,,,330,5,11.198,9.218,,,350,4,7.2947207,11.04827811
,1150,12,7.915,6.403,,,1150,12,5.21,5.74,,,140,3,6.158209108,5.048370743,,,140,3,6.158209108,5.048370743,,,340,5,10.26,9.187,,,360,4,6.64227886,11.18359821
,1160,12,8.037,5.451,,,1160,12,4.45,5.61,,,150,3,5.751380051,5.053859919,,,150,3,5.751380051,5.053859919,,,350,5,10.057,9.355,,,370,4,6.003938182,11.31557708
,1170,12,7.168,6.535,,,1170,12,3.76,5.6,,,160,3,5.344340529,5.059110434,,,160,3,5.344340529,5.059110434,,,360,5,9.475,10.203,,,380,4,5.386433551,11.44302142
,1180,12,7.633,6.15,,,1180,12,3.03,5.39,,,170,3,4.962767285,5.073907342,,,170,3,4.962767285,5.073907342,,,370,5,10.149,9.577,,,390,4,4.769139384,11.57022709
,1190,12,6.07,6.4,,,1190,12,2.28,5.24,,,180,3,4.583930088,5.089897548,,,180,3,4.583930088,5.089897548,,,380,5,9.73,11.002,,,400,4,4.141321962,11.69289823
,1200,12,6.542,6.226,,,1200,12,1.57,5.06,,,190,3,4.20509289,5.105649095,,,190,3,4.20509289,5.105649095,,,390,5,9.434,10.627,,,410,4,3.497930122,11.80888689
,1210,12,6.899,7.099,,,1210,12,0.83,4.87,,,200,3,3.826255693,5.121639302,,,200,3,3.826255693,5.121639302,,,400,5,9.781,10.092,,,420,4,2.854538282,11.92487555
,1220,12,5.674,6.348,,,1220,12,0.11,4.68,,,210,3,3.444051054,5.163643427,,,210,3,3.444051054,5.163643427,,,410,5,8.043,11.151,,,430,4,2.211146442,12.04062556
,1230,12,5.669,6.646,,,1230,12,-0.65,4.3,,,220,3,3.056584787,5.245026418,,,220,3,3.056584787,5.245026418,,,420,5,9.352,10.123,,,440,4,1.573016229,12.16281937
,1240,12,4.942,7.565,,,1240,12,-1.48,3.9,,,230,3,2.66911852,5.32640941,,,230,3,2.66911852,5.32640941,,,430,5,10.192,10.147,,,450,4,0.935727877,12.28549051
,2860,51,7.05,8.44,,,2860,51,7.05,8.44,,,240,3,2.281652253,5.407792402,,,240,3,2.281652253,5.407792402,,,500,6,15.005,9.014,,,460,4,0.29822906,12.40816165
,2870,51,7.05,8.44,,,2870,51,7.05,8.44,,,250,3,1.894185987,5.489175393,,,250,3,1.894185987,5.489175393,,,510,6,14.576,8.981,,,470,4,-0.339059292,12.53107144
,2880,51,7.05,8.44,,,2880,51,7.05,8.44,,,260,3,1.551338323,5.666499625,,,260,3,1.551338323,5.666499625,,,520,6,14.148,8.946,,,240,5,15.04215185,8.569080109
,2890,51,7.05,8.44,,,2890,51,7.05,8.44,,,270,3,1.208701125,5.843823856,,,270,3,1.208701125,5.843823856,,,530,6,13.712,8.922,,,250,5,14.35077396,8.580297119
,2900,51,7.05,8.44,,,2900,51,7.05,8.44,,,280,3,0.865853461,6.021148087,,,280,3,0.865853461,6.021148087,,,540,6,13.265,8.912,,,260,5,13.65918561,8.59175279
,2910,51,7.05,8.44,,,2910,51,7.05,8.44,,,290,3,0.552470913,6.199188298,,,290,3,0.552470913,6.199188298,,,550,6,12.817,8.902,,,270,5,12.94802401,8.772895578
,2920,51,7.05,8.44,,,2920,51,7.05,8.44,,,300,3,0.268343015,6.378183147,,,300,3,0.268343015,6.378183147,,,560,6,12.329,9.004,,,280,5,12.23665194,8.953799706
,2930,51,7.05,8.44,,,2930,51,7.05,8.44,,,310,3,-0.015784883,6.557177997,,,310,3,-0.015784883,6.557177997,,,570,6,11.84,9.107,,,290,5,11.52464847,9.134226514
,2940,51,7.054,8.422,,,2940,51,7.05,8.44,,,0,4,11.82813916,5.155051674,,,0,4,11.82813916,5.155051674,,,580,6,12.052,9.461,,,300,5,10.8042264,9.308686828
,2950,51,6.978,8.427,,,2950,51,7.05,8.44,,,10,4,11.38237406,5.211136727,,,10,4,11.38237406,5.211136727,,,590,6,12.359,9.338,,,310,5,10.08380433,9.483147142
,2960,51,7.008,8.441,,,2960,51,7.05,8.44,,,20,4,10.93681942,5.267460439,,,20,4,10.93681942,5.267460439,,,600,6,11.84,9.612,,,320,5,9.38758575,9.652834259
,2970,51,6.999,8.475,,,2970,51,7.05,8.44,,,30,4,10.49105432,5.323545492,,,30,4,10.49105432,5.323545492,,,610,6,11.152,9.812,,,330,5,8.71578112,9.817986841
,2980,51,7.017,8.577,,,2980,51,7.05,8.44,,,40,4,10.07096596,5.345979514,,,40,4,10.07096596,5.345979514,,,620,6,10.705,9.834,,,340,5,8.043766025,9.983378082
,2990,51,7.081,8.515,,,2990,51,7.05,8.44,,,50,4,9.667925276,5.345979514,,,50,4,9.667925276,5.345979514,,,630,6,10.858,10.248,,,350,5,7.383116046,10.13588169
,3000,51,7.143,8.451,,,3000,51,7.05,8.44,,,60,4,9.264884591,5.345979514,,,60,4,9.264884591,5.345979514,,,640,6,10.473,10.345,,,360,5,6.723728857,10.28695335
,3010,51,7.09,8.406,,,3010,51,6.93,8.26,,,70,4,8.861843906,5.345979514,,,70,4,8.861843906,5.345979514,,,650,6,10.027,10.96,,,370,5,6.064131204,10.43826366
,3020,51,7.087,8.452,,,3020,51,6.87,8.09,,,80,4,8.458803221,5.345979514,,,80,4,8.458803221,5.345979514,,,660,6,9.641,10.458,,,380,5,5.409795178,10.60675748
,3030,51,7.057,8.38,,,3030,51,7.02,7.91,,,90,4,8.031769514,5.396336731,,,90,4,8.031769514,5.396336731,,,670,6,8.743,10.809,,,390,5,4.755669617,10.77716058
,3040,51,7.084,8.435,,,3040,51,7.07,7.78,,,100,4,7.601789295,5.452183124,,,100,4,7.601789295,5.452183124,,,680,6,8.205,11.237,,,400,5,4.102385917,10.94684769
,3050,51,7.105,8.406,,,3050,51,7.1,7.82,,,110,4,7.172019541,5.508029518,,,110,4,7.172019541,5.508029518,,,690,6,9.142,10.721,,,410,5,3.454153379,11.10913636
,2860,52,8.09,8.84,,,2860,52,8.09,8.84,,,120,4,6.742039322,5.563875911,,,120,4,6.742039322,5.563875911,,,610,7,11.282,8.098,,,420,5,2.805920842,11.27142502
,2870,52,8.09,8.84,,,2870,52,8.09,8.84,,,130,4,6.320898637,5.616381067,,,130,4,6.320898637,5.616381067,,,620,7,10.821,8.258,,,430,5,2.158530164,11.42011008
,2880,52,8.09,8.84,,,2880,52,8.09,8.84,,,140,4,5.935116091,5.656237253,,,140,4,5.935116091,5.656237253,,,630,7,10.393,8.445,,,440,5,1.511770882,11.55996472
,2890,52,8.09,8.84,,,2890,52,8.09,8.84,,,150,4,5.549333546,5.69609344,,,150,4,5.549333546,5.69609344,,,640,7,10.014,8.676,,,450,5,0.865011601,11.6995807
,2900,52,8.09,8.84,,,2900,52,8.09,8.84,,,160,4,5.163340534,5.735710967,,,160,4,5.163340534,5.735710967,,,650,7,9.635,8.907,,,460,5,0.218252319,11.83919668
,2910,52,8.09,8.84,,,2910,52,8.09,8.84,,,170,4,4.777557989,5.775567153,,,170,4,4.777557989,5.775567153,,,660,7,9.253,9.15,,,470,5,-0.428717428,11.97905133
,2920,52,8.09,8.84,,,2920,52,8.09,8.84,,,180,4,4.402930093,5.820912515,,,180,4,4.402930093,5.820912515,,,670,7,8.865,9.411,,,500,6,15.00468906,9.014419295
,2930,52,8.09,8.84,,,2930,52,8.09,8.84,,,190,4,4.045139407,5.87461097,,,190,4,4.045139407,5.87461097,,,680,7,8.476,9.672,,,510,6,14.5761821,8.980529603
,2940,52,8.032,8.88,,,2940,52,8.09,8.84,,,200,4,3.687348721,5.928309425,,,200,4,3.687348721,5.928309425,,,690,7,8.525,9.726,,,520,6,14.14767513,8.946401252
,2950,52,8.009,8.816,,,2950,52,8.09,8.84,,,210,4,3.329558034,5.98200788,,,210,4,3.329558034,5.98200788,,,700,7,7.894,10.043,,,530,6,13.71180189,8.921819293
,2960,52,7.98,8.742,,,2960,52,8.09,8.84,,,220,4,2.996181301,6.038092933,,,220,4,2.996181301,6.038092933,,,710,7,6.498,10.769,,,540,6,13.26456353,8.912034241
,2970,52,7.937,8.814,,,2970,52,8.09,8.84,,,230,4,2.699635961,6.097757883,,,230,4,2.699635961,6.097757883,,,720,7,6.892,10.851,,,550,6,12.81732518,8.902010529
,2980,52,7.962,8.852,,,2980,52,8.09,8.84,,,240,4,2.403090622,6.157422833,,,240,4,2.403090622,6.157422833,,,730,7,5.289,11.737,,,560,6,12.32883566,9.004395583
,2990,52,7.995,8.82,,,2990,52,8.09,8.84,,,250,4,2.106545282,6.217087783,,,250,4,2.106545282,6.217087783,,,740,7,7.13,10.586,,,570,6,11.84013567,9.106541978
,3000,52,8.063,8.862,,,3000,52,8.09,8.84,,,260,4,1.809999943,6.276752732,,,260,4,1.809999943,6.276752732,,,750,7,6.389,10.971,,,580,6,11.35648685,9.196516722
,3010,52,8.049,8.86,,,3010,52,8.09,8.84,,,270,4,1.57385809,6.416368715,,,270,4,1.57385809,6.416368715,,,760,7,5.255,11.99,,,590,6,10.89199035,9.237804868
,3020,52,8.118,8.75,,,3020,52,8.09,8.84,,,280,4,1.337716237,6.556223358,,,280,4,1.337716237,6.556223358,,,770,7,5.676,11.967,,,600,6,10.42749386,9.278854353
,3030,52,8.074,8.774,,,3030,52,8.09,8.84,,,290,4,1.101574384,6.695839341,,,290,4,1.101574384,6.695839341,,,780,7,5.551,11.59,,,610,6,9.966154336,9.325631674
,3040,52,8.035,8.763,,,3040,52,8.09,8.84,,,300,4,0.865432531,6.835455324,,,300,4,0.865432531,6.835455324,,,790,7,3.721,12.588,,,620,6,9.51239156,9.385296624
,3050,52,7.963,8.743,,,3050,52,8.09,8.84,,,310,4,0.580252307,7.013256874,,,310,4,0.580252307,7.013256874,,,800,7,5.425,11.779,,,630,6,9.058628783,9.444961574
,2860,56,12.32,3.35,,,2860,56,12.32,3.35,,,320,4,0.289599991,7.195115642,,,320,4,0.289599991,7.195115642,,,610,8,0.183,11.741,,,640,6,8.605076472,9.510115699
,2870,56,12.42,3.22,,,2870,56,12.42,3.22,,,0,5,8.713255539,4.415206295,,,0,5,8.713255539,4.415206295,,,620,8,0.78,11.617,,,650,6,8.155102068,9.625388382
,2880,56,12.49,3.21,,,2880,56,12.49,3.21,,,10,5,8.360516015,4.363655778,,,10,5,8.360516015,4.363655778,,,630,8,1.378,11.493,,,660,6,7.705127663,9.740661066
,2890,56,12.65,3.36,,,2890,56,12.65,3.36,,,20,5,8.007986956,4.312105261,,,20,5,8.007986956,4.312105261,,,640,8,1.969,11.41,,,670,6,7.253469538,9.851637872
,2900,56,12.79,3.45,,,2900,56,12.79,3.45,,,30,5,7.655247432,4.260316085,,,30,5,7.655247432,4.260316085,,,650,8,2.557,11.344,,,680,6,6.795076529,9.945192514
,2910,56,12.79,3.47,,,2910,56,12.79,3.47,,,40,5,7.300613723,4.186331547,,,40,5,7.300613723,4.186331547,,,660,8,3.145,11.278,,,690,6,6.336473056,10.03898582
,2920,56,12.79,3.38,,,2920,56,12.79,3.38,,,50,5,6.941560246,4.060080513,,,50,5,6.941560246,4.060080513,,,670,8,3.74,11.234,,,700,6,5.889866093,10.12371004
,2930,56,12.78,3.16,,,2930,56,12.78,3.16,,,60,5,6.582506769,3.933590819,,,60,5,6.582506769,3.933590819,,,680,8,4.338,11.196,,,710,6,5.461148665,10.19435334
,2940,56,12.748,3.343,,,2940,56,12.78,3.08,,,70,5,6.223663757,3.807339785,,,70,5,6.223663757,3.807339785,,,690,8,3.829,10.666,,,720,6,5.032431236,10.26499665
,2950,56,12.912,3.272,,,2950,56,12.78,3.08,,,80,5,5.839144001,3.73025267,,,80,5,5.839144001,3.73025267,,,700,8,3.281,10.465,,,730,6,4.579720785,10.36427912
,2960,56,13.071,3.338,,,2960,56,12.78,3.08,,,90,5,5.4518882,3.65865473,,,90,5,5.4518882,3.65865473,,,710,8,3.821,10.755,,,740,6,4.116697544,10.47549459
,2970,56,12.863,3.422,,,2970,56,12.78,3.08,,,100,5,5.064632398,3.58705679,,,100,5,5.064632398,3.58705679,,,720,8,3.683,9.861,,,750,6,3.653674303,10.58694872
,2980,56,13.078,3.374,,,2980,56,12.78,3.08,,,110,5,4.677376596,3.51545885,,,110,5,4.677376596,3.51545885,,,730,8,4.812,9.697,,,760,6,3.175918504,10.68169666
,2990,56,13.063,3.285,,,2990,56,12.78,3.15,,,120,5,4.290120795,3.44386091,,,120,5,4.290120795,3.44386091,,,740,8,5.451,9.86,,,770,6,2.691848752,10.76904614
,3000,56,13.041,3.134,,,3000,56,12.82,3.24,,,130,5,3.918860341,3.388491836,,,130,5,3.918860341,3.388491836,,,750,8,5.364,9.895,,,780,6,2.207779,10.85663429
,3010,56,13.17,3.354,,,3010,56,12.82,3.24,,,140,5,3.549494074,3.334793381,,,140,5,3.549494074,3.334793381,,,760,8,6.539,9.969,,,790,6,1.767906921,10.98909048
,3020,56,13.343,3.007,,,3020,56,12.82,3.24,,,150,5,3.180127806,3.281333586,,,150,5,3.180127806,3.281333586,,,770,8,6.396,9.447,,,800,6,1.346976702,11.14111677
,3030,56,13.47,2.928,,,3030,56,12.82,3.2,,,160,5,2.810761539,3.227635131,,,160,5,2.810761539,3.227635131,,,780,8,5.961,10.407,,,810,6,0.926046482,11.2929044
,3040,56,13.677,3.082,,,3040,56,12.82,3.11,,,170,5,2.441395272,3.174175336,,,170,5,2.441395272,3.174175336,,,790,8,4.577,11.474,,,820,6,0.500486031,11.4158142
,3050,56,14.073,2.808,,,3050,56,12.82,3.01,,,180,5,2.100862724,3.174175336,,,180,5,2.100862724,3.174175336,,,800,8,5.643,8.91,,,830,6,0.067769765,11.49552657
,4330,79,-3.78,5.15,,,4330,79,-3.78,5.15,,,190,5,1.760540642,3.174175336,,,190,5,1.760540642,3.174175336,,,680,9,15.115,9.127,,,610,7,11.2819822,8.098442984
,4340,79,-3.09,5.12,,,4340,79,-3.09,5.12,,,200,5,1.420008095,3.174175336,,,200,5,1.420008095,3.174175336,,,690,9,14.45,9.261,,,620,7,10.82085315,8.25762907
,4350,79,-2.34,5.19,,,4350,79,-2.34,5.19,,,210,5,1.079475547,3.174175336,,,210,5,1.079475547,3.174175336,,,700,9,13.785,9.395,,,630,7,10.39276711,8.445454332
,4360,79,-1.61,5.17,,,4360,79,-1.61,5.17,,,220,5,0.739153465,3.174175336,,,220,5,0.739153465,3.174175336,,,710,9,13.126,9.534,,,640,7,10.01392992,8.675999699
